Timestamp,PM2_5,PM10,O3_lcs_ppb,Carbon_Monoxide,Temp_lcs,RH_lcs,CO_lcs_ppm,CO_ref,O3_ref,RH_ref,Temp_ref,O3_lcs_ppb_rm3h,Temp_lcs_rm3h,RH_lcs_rm3h,O3_baseline_cal,O3_rf_residual_cal,O3_svr_residual_cal
2025-06-14 05:00:00,1.254237288,2.254237288,19.10169492,291.7966102,17.40338983,68.86101695,0.2917966102,0.32,7.0,81.0,15.0,17.912916426666655,17.810003896666668,67.35864017000002,0.6171372378408151,3.0618520686129576,2.7080661970906754
2025-06-14 06:00:00,2.689655172,3.689655172,20.44827586,476.6034483,17.43275862,68.95517241,0.4766034483,0.3,8.0,82.0,15.0,19.045392559999986,17.56894603666667,68.16516656666668,1.3963820717782198,3.007886761448654,2.230301621259088
2025-06-14 07:00:00,1.898305085,2.898305085,17.59322034,454.9830508,18.53050847,63.59661017,0.4549830508,0.5,3.0,82.0,15.0,19.04773037333332,17.788885640000004,67.13759984333335,2.73592979037695,3.0452217083121873,2.008053832958571
2025-06-14 08:00:00,1.728813559,2.728813559,12.74576271,490.8644068,21.05423729,53.86949153,0.4908644068,0.59,7.0,78.0,16.0,16.929086303333317,19.005834793333335,62.140424703333345,8.286458440181768,0.5004414315609356,0.5124123644290328
2025-06-14 09:00:00,1.610169492,2.610169492,12.37288136,402.0169492,22.12881356,48.4559322,0.4020169492,0.46,16.0,68.0,18.0,14.23728813666665,20.57118644,55.307344633333344,13.354482779936713,-1.943617299372356,-1.8245880635036973
2025-06-14 10:00:00,1.379310345,2.379310345,11.74137931,397.5517241,23.50172414,43.94482759,0.3975517241,0.32,22.0,58.0,19.0,12.286674459999986,22.228258330000003,48.75675044000002,19.02242266505795,-2.777594770817095,-4.339278123416868
2025-06-14 11:00:00,1.016949153,2.016949153,9.93220339,373.9491525,24.72711864,39.6440678,0.3739491525,0.28,23.0,54.0,19.0,11.348821353333319,23.452552113333336,44.01494253000001,24.2210718081467,22.39883360786776,-6.208970906597776
2025-06-14 12:00:00,1.620689655,2.620689655,17.55172414,361.2241379,23.28275862,45.56724138,0.3612241379,0.24,25.0,48.0,21.0,13.075102279999987,23.83720046666667,43.05204559000001,20.671083714659005,-0.5756449615817778,-4.023236713539398
2025-06-14 13:00:00,1.728813559,2.728813559,29.71186441,358.6271186,21.95762712,53.79830508,0.3586271186,0.24,23.0,55.0,19.0,19.065263979999987,23.32250146,46.33653808666668,19.67873602400422,-0.2783858363154084,-1.7040851289310188
2025-06-14 14:00:00,2.017241379,3.017241379,22.86206897,392.5689655,23.18103448,50.15344828,0.3925689655,0.34,20.0,67.0,18.0,23.37521917333332,22.80714007333334,49.839664913333344,20.395367746866462,-1.5949170669304504,-0.2953565448060429
2025-06-14 15:00:00,1.898305085,2.898305085,14.55932203,401.2711864,24.48983051,44.50677966,0.4012711864,0.41,20.0,65.0,19.0,22.377751803333314,23.209497370000005,49.48617767333335,22.452910568016645,-3.0910778834672956,-0.03855378374439733
2025-06-14 16:00:00,1.362068966,2.362068966,13.82758621,329.8965517,23.97586207,43.22241379,0.3298965517,0.31,22.0,58.0,19.0,17.082992403333318,23.88224235333334,45.96088057666668,21.817957534666682,1.700479457763072,-2.2419466675323543
2025-06-14 17:00:00,1.610169492,2.610169492,16.3559322,310.2372881,22.71694915,43.75762712,0.3102372881,0.32,21.0,54.0,20.0,14.91428014666665,23.727547243333337,43.82894019000002,20.138246223706094,-1.584365995498714,-3.75943616749601
2025-06-14 18:00:00,1.355932203,2.355932203,21.03389831,282.5254237,21.29661017,47.66101695,0.2825254237,0.34,18.0,51.0,20.0,17.072472239999986,22.663140463333335,44.88035262000002,17.2711891063881,-1.6181930633900343,-3.0885906819833093
2025-06-14 19:00:00,1.034482759,2.034482759,25.03448276,268.1724138,19.30172414,55.14655172,0.2681724138,0.31,18.0,55.0,19.0,20.80810442333332,21.10509448666667,48.85506526333335,11.787158660325023,4.210204805426107,-0.8310887030287181
2025-06-14 20:00:00,1.084745763,2.084745763,24.93220339,283.1355932,19.03728814,54.30847458,0.2831355932,0.25,18.0,61.0,18.0,23.66686148666665,19.87854081666667,52.37201441666668,11.795822629285759,4.3933411457840545,-1.1525312682326967
2025-06-14 21:00:00,1.203389831,2.203389831,27.37288136,296.220339,18.86440678,58.01016949,0.296220339,0.29,15.0,60.0,18.0,25.779855836666652,19.067806353333335,55.82173193000002,11.074806031854921,4.232276341049657,-1.0709257541302502
2025-06-14 22:00:00,2.288135593,3.288135593,28.20338983,350.6610169,18.53898305,61.9,0.3506610169,0.34,12.0,66.0,17.0,26.83615819333332,18.813559323333337,58.07288135666668,9.438109190896812,2.9585324305377103,-0.4320920291447222
2025-06-14 23:00:00,1.844827586,2.844827586,26.79310345,326.9482759,18.17068966,65.9362069,0.3269482759,0.49,6.0,73.0,16.0,27.45645821333332,18.524693163333335,61.948792130000015,6.74669599740454,2.7080123000922622,0.5123764886760995
2025-06-15 00:00:00,1.86440678,2.86440678,27.86440678,306.779661,17.61355932,70.1779661,0.306779661,0.4,8.0,78.0,15.0,27.620300019999984,18.107744010000005,66.00472433333334,5.5550968564443455,2.2220024831937204,0.3978897898690854
2025-06-15 01:00:00,1.762711864,2.762711864,23.0,287.6610169,17.57288136,70.94915254,0.2876610169,0.34,9.0,82.0,15.0,25.885836743333318,17.785710113333337,69.02110851333335,2.564547869932995,2.548379085001214,1.512795417941815
2025-06-15 02:00:00,1.327586207,2.327586207,21.18965517,273.5517241,17.46551724,71.42586207,0.2735517241,0.31,9.0,83.0,15.0,24.018020649999983,17.55065264,70.85099357000001,1.310404741809858,3.051604456363525,1.912380050005619
2025-06-15 03:00:00,0.745762712,1.745762712,20.13559322,234.1694915,16.93050847,71.97288136,0.2341694915,0.32,8.0,84.0,15.0,21.44174946333332,17.32296902333334,71.44929865666667,0.01374930604213187,3.056268048898592,2.381012075499543
2025-06-15 04:00:00,0.694915254,1.694915254,18.42372881,231.5932203,16.99152542,71.03559322,0.2315932203,0.22,13.0,84.0,14.0,19.91632573333332,17.129183710000003,71.47811221666667,-0.7165090872532542,3.1799535906434255,2.7208852926164395
2025-06-15 05:00:00,0.85,1.85,17.83333333,236.2,17.06166667,71.09666667,0.2362,,,,,18.79755178666665,16.994566853333335,71.36838041666668,-0.9907821228842058,3.2566315325810073,2.8486908436034213
2025-06-15 06:00:00,1.644067797,2.644067797,18.3559322,254.8135593,17.03220339,70.56101695,0.2548135593,,,,,18.20433144666665,17.028465160000003,70.89775894666667,-0.6124318762789009,3.005101125732081,2.7523283289384253
2025-06-15 07:00:00,1.559322034,2.559322034,18.69491525,290.3898305,17.86271186,68.10847458,0.2903898305,,,,,18.29472692666665,17.31886064,69.92205273333335,1.1184913050469252,2.980338262556929,2.313534074577896
2025-06-15 08:00:00,2.189655172,3.189655172,19.01724138,351.1896552,18.88965517,64.67413793,0.3511896552,,,,,18.689362943333318,17.92819014,67.78120982,3.667744029676033,3.0011333563305747,1.6902278940767665
2025-06-15 09:00:00,3.237288136,4.237288136,16.3220339,503.6271186,20.13389831,59.79322034,0.5036271186,,,,,18.01139684333332,18.96208844666667,64.19194428333334,5.862416117329319,1.9715800750569394,1.513594418659261
2025-06-15 10:00:00,3.813559322,4.813559322,16.61016949,556.779661,23.38474576,47.97118644,0.556779661,0.57,15.0,73.0,17.0,17.316481589999984,20.802766413333334,57.479514903333346,18.679771330621723,-2.484827155117198,-2.369129839270506
2025-06-15 11:00:00,4.448275862,5.448275862,15.89655172,585.9137931,25.25172414,40.99310345,0.5859137931,0.66,28.0,64.0,18.0,16.27625170333332,22.923456070000004,49.585836743333346,27.791122714411294,-5.584390385877497,-4.148292851637118
2025-06-15 12:00:00,5.610169492,6.610169492,25.79661017,611.8135593,24.91694915,42.09152542,0.6118135592999999,0.63,39.0,53.0,20.0,19.43444379333332,24.51780635,43.68527177000001,31.74217947330709,-4.236999870232682,-2.6578689208326995
2025-06-15 13:00:00,5.844827586,6.844827586,38.63793103,535.6551724,23.23448276,49.40172414,0.5356551723999999,0.66,40.0,56.0,20.0,26.777030973333314,24.467718683333334,44.16211767000001,29.99629402159777,2.7653679993823035,-1.150805918760959
2025-06-15 14:00:00,7.35,8.35,60.0,497.5166667,21.69833333,55.27333333,0.4975166667,0.53,39.0,57.0,20.0,41.478180399999985,23.283255080000004,48.922194296666675,35.68967621775971,1.3732882797035904,-4.000754875598106
2025-06-15 15:00:00,8.103448276,9.103448276,46.18965517,610.637931,22.74137931,52.13793103,0.610637931,0.68,35.0,61.0,19.0,48.275862066666654,22.558065133333333,52.27099616666667,31.592908906942505,1.7017923884375894,-0.41051292680117546
2025-06-15 16:00:00,6.13559322,7.13559322,22.20338983,641.7118644,25.1440678,43.65423729,0.6417118643999999,0.79,36.0,62.0,20.0,42.79768166666665,23.194593479999998,50.35516721666667,29.034359701030922,2.6515792147410866,6.350664706692358
2025-06-15 17:00:00,1.86440678,2.86440678,14.40677966,376.8135593,24.13050847,41.32542373,0.3768135593,0.57,35.0,53.0,21.0,27.59994155333332,24.00531852666667,45.70586401666668,23.994357952763576,21.95044449004345,2.1857419581664534
2025-06-15 18:00:00,2.25862069,3.25862069,23.25862069,375.6034483,21.95862069,48.4,0.3756034483,0.36,27.0,47.0,21.0,19.95626339333332,23.74439898666667,44.45988700666667,19.27918386146562,0.029887174700432294,-1.1609548753982497
2025-06-15 19:00:00,5.254237288,6.254237288,37.33898305,350.7288136,20.52542373,51.61525424,0.3507288136,0.34,21.0,46.0,20.0,25.001461133333322,22.20485096333333,47.11355932333334,22.718713954985642,-1.9961281574111127,-3.9058957178518456
2025-06-15 20:00:00,9.661016949,10.66101695,56.89830508,371.9152542,18.54576271,69.22372881,0.3719152542,,19.0,46.0,20.0,39.16530293999998,20.343269043333336,56.41299435,23.52627516953176,0.2739023312403222,-3.9389268168953446
2025-06-15 21:00:00,7.396551724,8.396551724,53.93103448,329.362069,17.6137931,74.13275862,0.329362069,0.65,11.0,73.0,17.0,49.38944086999999,18.894993180000004,64.99058055666667,19.7238669036066,0.22140925905322695,-2.5831741978480958
2025-06-15 22:00:00,5.542372881,6.542372881,39.49152542,366.220339,17.62542373,73.54915254,0.366220339,0.51,10.0,78.0,17.0,50.10695499333332,17.928326513333335,72.30187999000002,11.577255199427725,1.5963997880388956,-1.783916423440791
2025-06-15 23:00:00,4.534482759,5.534482759,29.5,354.5,18.04482759,71.54655172,0.3545,0.57,3.0,82.0,16.0,40.974186633333325,17.76134814,73.07615429333333,6.727352674394817,1.8759270058965087,-0.849432175590107
2025-06-16 00:00:00,5.610169492,6.610169492,29.23728814,440.3559322,17.80508475,72.72372881,0.4403559321999999,0.59,,82.0,16.0,32.74293785333332,17.825112023333336,72.60647769,6.068734132105549,1.726257747743168,-0.6778796855978637
2025-06-16 01:00:00,5.881355932,6.881355932,29.33898305,445.9830508,17.41864407,74.12372881,0.4459830508,,,84.0,16.0,29.358757063333318,17.756185470000002,72.79800311333334,5.454841676663589,1.290466170704977,-0.45148140809423576
2025-06-16 02:00:00,6.372881356,7.372881356,24.98305085,451.6610169,17.49830508,74.13389831,0.4516610169,,,84.0,16.0,27.85310734666665,17.574011300000006,73.66045197666666,3.057215329756011,1.9515319875545023,0.6155756857701451
2025-06-16 03:00:00,7.476190476,8.476190476,23.12698413,472.6031746,17.61746032,73.91428571,0.4726031746,,,84.0,15.0,25.816339343333322,17.511469823333332,74.05730427666667,2.1676036659835463,2.2457488966206323,1.1175478801896104
2025-06-16 04:00:00,8.682539683,9.682539683,19.33333333,549.9206349,17.76190476,73.57936508,0.5499206349,0.77,1.0,85.0,15.0,22.481122769999985,17.625890053333336,73.8758497,0.22262617282477315,2.895594791040194,2.2821398338638526
2025-06-16 05:00:00,6.786885246,7.786885246,17.63934426,489.1803279,17.59836066,74.0852459,0.4891803279,0.84,0.0,85.0,16.0,20.03322057333332,17.659241913333336,73.85963223,-1.013407466990781,3.083008907918415,2.904655700551417
2025-06-16 06:00:00,8.155172414,9.155172414,18.0862069,589.5689655,17.6637931,73.75,0.5895689655,0.65,1.0,85.0,15.0,18.35296149666665,17.674686173333335,73.80487032666667,-0.6322674360148226,2.8714989885108295,2.871698060039082
2025-06-16 07:00:00,11.25423729,12.25423729,19.74576271,524.9661017,17.82881356,71.24745763,0.5249661017,0.8,1.0,85.0,15.0,18.490437956666653,17.696989106666667,73.02756784333333,0.9499789986186222,2.9505852816380167,2.32663184249496
2025-06-16 08:00:00,15.75806452,16.82258065,17.01612903,725.4677419,19.42903226,65.43064516,0.7254677419,0.78,3.0,83.0,16.0,18.282699546666652,18.307212973333336,70.14270093,3.055105781124131,2.7072934233251447,2.2502137072409587
2025-06-16 09:00:00,22.49152542,23.6779661,15.79661017,865.5254237,21.72711864,56.23220339,0.8655254237000001,0.87,6.0,79.0,17.0,17.519500636666653,19.661654820000003,64.30343539333334,10.006621368302087,0.44334285398713497,0.6088823018344666
2025-06-16 10:00:00,13.27586207,14.27586207,16.94827586,971.5517241,23.5,50.13103448,0.9715517241,0.93,9.0,73.0,18.0,16.58700501999998,21.5520503,57.26462767666667,17.719807759593266,-1.1336439350722007,-1.298374771812524
2025-06-16 11:00:00,16.62711864,17.6440678,20.61016949,943.779661,24.38983051,46.66440678,0.943779661,0.88,18.0,64.0,19.0,17.78501850666665,23.20564971666667,51.009214883333335,24.120396474292633,-1.7581447029257324,-2.0928655811604653
2025-06-16 12:00:00,26.88135593,28.05084746,22.89830508,955.5762712,26.36779661,42.10338983,0.9555762712,0.78,28.0,57.0,20.0,20.15225014333332,24.752542373333338,46.299610363333336,33.77794045563051,-1.4215556560873308,-0.7316781019000512
2025-06-16 13:00:00,52.06896552,54.0,64.25862069,888.3275862,23.00344828,53.77068966,0.8883275862000001,0.75,37.0,55.0,21.0,35.92236508666665,24.587025133333338,47.51282875666667,41.52410259108805,3.7876595402984576,-4.423980389769927
2025-06-16 14:00:00,11.61016949,12.62711864,74.38983051,586.6610169,18.43220339,69.84067797,0.5866610169,0.86,43.0,59.0,20.0,53.84891875999998,22.60114942666667,55.238252486666674,33.220326165177475,1.3463705503606538,-0.9097488398949215
2025-06-16 15:00:00,17.93220339,18.94915254,68.10169492,781.6610169,18.41186441,74.01525424,0.7816610169,0.85,22.0,77.0,16.0,68.91671537333332,19.94917202666667,65.87554062333334,28.825410735927264,0.49760572511594603,0.6096780920854855
2025-06-16 16:00:00,15.72881356,16.72881356,47.69491525,1020.355932,19.97288136,70.00169492,1.020355932,1.02,8.0,83.0,16.0,63.395480226666656,18.938983053333335,71.28587571000001,20.16774967840049,0.2972244135006334,-0.6956393398549535
2025-06-16 17:00:00,14.29310345,15.31034483,41.24137931,860.4310345,18.44137931,75.04482759,0.8604310345,1.15,10.0,84.0,17.0,52.345996493333324,18.942041693333334,73.02059225,13.387112407569774,0.928914876358773,-1.8544807901959102
2025-06-16 18:00:00,4.931034483,5.931034483,47.53448276,610.6724138,16.83793103,78.58275862,0.6106724137999999,,6.0,83.0,16.0,45.490259106666656,18.417397233333336,74.54309371000001,14.782240935665474,0.5611891244715224,-3.1534089737169406
