Timestamp,CO_ref,O3_ref,RH_ref,Temp_ref
2025-06-21 23:00:00,,3.0,85.0,15.0
2025-06-22 00:00:00,,,86.0,15.0
2025-06-22 01:00:00,,,87.0,15.0
2025-06-22 02:00:00,,,87.0,15.0
2025-06-22 03:00:00,,,87.0,15.0
2025-06-22 04:00:00,0.59,6.0,87.0,15.0
2025-06-22 05:00:00,,6.0,87.0,15.0
2025-06-22 06:00:00,0.54,4.0,87.0,15.0
2025-06-22 07:00:00,0.67,2.0,87.0,15.0
2025-06-22 08:00:00,,5.0,87.0,15.0
2025-06-22 09:00:00,0.7,7.0,86.0,15.0
2025-06-22 10:00:00,0.75,8.0,85.0,16.0
2025-06-22 11:00:00,0.79,12.0,84.0,16.0
2025-06-22 12:00:00,0.66,27.0,79.0,17.0
2025-06-22 13:00:00,0.66,32.0,72.0,18.0
2025-06-22 14:00:00,0.64,29.0,75.0,17.0
2025-06-22 15:00:00,0.57,19.0,84.0,15.0
2025-06-22 16:00:00,0.88,8.0,86.0,15.0
2025-06-22 17:00:00,1.07,9.0,86.0,15.0
2025-06-22 18:00:00,1.11,9.0,87.0,15.0
2025-06-22 19:00:00,1.04,9.0,86.0,15.0
2025-06-22 20:00:00,1.01,6.0,85.0,15.0
2025-06-22 21:00:00,1.17,2.0,85.0,15.0
2025-06-22 22:00:00,1.46,1.0,85.0,15.0
2025-06-22 23:00:00,1.59,1.0,85.0,15.0
2025-06-23 00:00:00,1.62,1.0,86.0,15.0
2025-06-23 01:00:00,1.72,1.0,87.0,15.0
2025-06-23 02:00:00,1.52,1.0,87.0,15.0
2025-06-23 03:00:00,1.23,1.0,87.0,15.0
2025-06-23 04:00:00,0.7,4.0,88.0,14.0
2025-06-23 05:00:00,0.67,3.0,88.0,14.0
2025-06-23 06:00:00,0.77,1.0,88.0,15.0
2025-06-23 07:00:00,1.0,1.0,88.0,15.0
2025-06-23 08:00:00,1.0,1.0,88.0,14.0
2025-06-23 09:00:00,1.1,2.0,88.0,15.0
2025-06-23 10:00:00,1.18,3.0,88.0,15.0
2025-06-23 11:00:00,0.93,7.0,84.0,16.0
2025-06-23 12:00:00,1.03,8.0,82.0,16.0
2025-06-23 13:00:00,0.7,24.0,69.0,18.0
2025-06-23 14:00:00,0.57,42.0,58.0,20.0
2025-06-23 15:00:00,0.53,47.0,51.0,21.0
2025-06-23 16:00:00,0.54,53.0,49.0,21.0
2025-06-23 17:00:00,0.78,42.0,58.0,20.0
2025-06-23 18:00:00,0.7,31.0,58.0,19.0
2025-06-23 19:00:00,0.71,17.0,57.0,19.0
2025-06-23 20:00:00,0.66,10.0,56.0,18.0
2025-06-23 21:00:00,0.71,4.0,64.0,18.0
2025-06-23 22:00:00,0.73,1.0,69.0,17.0
2025-06-23 23:00:00,0.65,2.0,75.0,16.0
2025-06-24 00:00:00,0.63,2.0,79.0,16.0
2025-06-24 01:00:00,0.54,3.0,81.0,15.0
2025-06-24 02:00:00,0.49,2.0,81.0,15.0
2025-06-24 03:00:00,0.42,4.0,81.0,14.0
2025-06-24 04:00:00,0.39,4.0,82.0,14.0
2025-06-24 05:00:00,0.38,5.0,81.0,14.0
2025-06-24 06:00:00,0.46,3.0,81.0,14.0
2025-06-24 07:00:00,0.53,1.0,81.0,14.0
2025-06-24 08:00:00,0.78,1.0,80.0,14.0
2025-06-24 09:00:00,1.03,2.0,79.0,15.0
2025-06-24 10:00:00,1.01,3.0,77.0,15.0
2025-06-24 11:00:00,1.15,3.0,75.0,16.0
2025-06-24 12:00:00,0.95,3.0,75.0,15.0
2025-06-24 13:00:00,1.05,3.0,82.0,14.0
2025-06-24 14:00:00,0.94,5.0,82.0,15.0
2025-06-24 15:00:00,0.92,6.0,79.0,15.0
2025-06-24 16:00:00,1.1,6.0,80.0,15.0
2025-06-24 17:00:00,1.11,7.0,77.0,15.0
2025-06-24 18:00:00,1.13,5.0,78.0,16.0
2025-06-24 19:00:00,0.99,4.0,73.0,16.0
2025-06-24 20:00:00,1.41,1.0,75.0,15.0
2025-06-24 21:00:00,1.58,1.0,75.0,15.0
2025-06-24 22:00:00,1.83,1.0,76.0,15.0
2025-06-24 23:00:00,2.16,1.0,78.0,15.0
2025-06-25 00:00:00,2.17,1.0,80.0,15.0
2025-06-25 01:00:00,1.09,0.0,78.0,15.0
2025-06-25 02:00:00,0.88,0.0,78.0,15.0
2025-06-25 03:00:00,0.55,1.0,79.0,14.0
2025-06-25 04:00:00,0.43,4.0,78.0,14.0
2025-06-25 05:00:00,0.48,2.0,78.0,14.0
2025-06-25 06:00:00,0.46,2.0,77.0,14.0
2025-06-25 07:00:00,0.58,1.0,76.0,14.0
2025-06-25 08:00:00,0.74,2.0,76.0,14.0
2025-06-25 09:00:00,0.85,4.0,74.0,15.0
2025-06-25 10:00:00,0.83,10.0,69.0,16.0
2025-06-25 11:00:00,0.88,17.0,62.0,17.0
2025-06-25 12:00:00,0.74,35.0,54.0,19.0
2025-06-25 13:00:00,0.74,49.0,49.0,20.0
2025-06-25 14:00:00,0.73,62.0,48.0,20.0
2025-06-25 15:00:00,0.66,75.0,46.0,21.0
2025-06-25 16:00:00,0.59,72.0,45.0,21.0
2025-06-25 17:00:00,0.58,63.0,45.0,21.0
2025-06-25 18:00:00,0.6,27.0,64.0,17.0
2025-06-25 19:00:00,,9.0,82.0,15.0
2025-06-25 20:00:00,0.77,10.0,84.0,14.0
2025-06-25 21:00:00,1.0,2.0,84.0,15.0
2025-06-25 22:00:00,1.2,0.0,83.0,15.0
2025-06-25 23:00:00,0.94,1.0,81.0,14.0
2025-06-26 00:00:00,1.02,0.0,82.0,14.0
2025-06-26 01:00:00,0.96,0.0,83.0,14.0
2025-06-26 02:00:00,0.98,1.0,85.0,14.0
2025-06-26 03:00:00,1.0,1.0,85.0,14.0
2025-06-26 04:00:00,0.61,2.0,83.0,14.0
2025-06-26 05:00:00,0.52,3.0,80.0,14.0
2025-06-26 06:00:00,0.46,3.0,79.0,14.0
2025-06-26 07:00:00,0.56,1.0,80.0,14.0
2025-06-26 08:00:00,0.68,3.0,78.0,15.0
2025-06-26 09:00:00,0.8,5.0,75.0,15.0
2025-06-26 10:00:00,0.91,8.0,71.0,16.0
2025-06-26 11:00:00,0.84,15.0,65.0,17.0
2025-06-26 12:00:00,0.97,15.0,64.0,18.0
2025-06-26 13:00:00,0.98,27.0,61.0,19.0
2025-06-26 14:00:00,0.82,52.0,53.0,20.0
2025-06-26 15:00:00,,65.0,52.0,20.0
2025-06-26 16:00:00,0.94,56.0,52.0,20.0
2025-06-26 17:00:00,0.89,46.0,52.0,20.0
2025-06-26 18:00:00,0.62,21.0,62.0,18.0
2025-06-26 19:00:00,0.7,18.0,69.0,16.0
2025-06-26 20:00:00,,5.0,75.0,16.0
2025-06-26 21:00:00,1.09,4.0,83.0,15.0
2025-06-26 22:00:00,,2.0,85.0,15.0
2025-06-26 23:00:00,,1.0,86.0,15.0
2025-06-27 00:00:00,,0.0,86.0,15.0
2025-06-27 01:00:00,,0.0,87.0,14.0
2025-06-27 02:00:00,,0.0,87.0,14.0
2025-06-27 03:00:00,1.04,0.0,87.0,14.0
2025-06-27 04:00:00,,0.0,86.0,14.0
2025-06-27 05:00:00,,1.0,86.0,14.0
2025-06-27 06:00:00,,1.0,85.0,14.0
2025-06-27 07:00:00,0.78,1.0,85.0,14.0
2025-06-27 08:00:00,0.82,5.0,81.0,15.0
2025-06-27 09:00:00,0.75,11.0,74.0,16.0
2025-06-27 10:00:00,0.86,13.0,68.0,17.0
2025-06-27 11:00:00,0.87,23.0,62.0,18.0
2025-06-27 12:00:00,0.84,34.0,56.0,19.0
2025-06-27 13:00:00,0.69,45.0,50.0,21.0
2025-06-27 14:00:00,0.58,62.0,43.0,22.0
2025-06-27 15:00:00,0.63,75.0,41.0,23.0
2025-06-27 16:00:00,0.61,71.0,40.0,23.0
2025-06-27 17:00:00,0.6,26.0,54.0,20.0
2025-06-27 18:00:00,0.53,17.0,63.0,19.0
2025-06-27 19:00:00,0.77,16.0,77.0,16.0
2025-06-27 20:00:00,0.79,24.0,78.0,16.0
2025-06-27 21:00:00,0.86,17.0,78.0,16.0
2025-06-27 22:00:00,1.41,2.0,80.0,16.0
2025-06-27 23:00:00,1.22,1.0,78.0,16.0
2025-06-28 00:00:00,1.24,,80.0,16.0
2025-06-28 01:00:00,,,77.0,16.0
2025-06-28 02:00:00,,,77.0,16.0
2025-06-28 03:00:00,,,75.0,16.0
2025-06-28 04:00:00,0.48,3.0,75.0,16.0
2025-06-28 05:00:00,0.45,3.0,74.0,16.0
2025-06-28 06:00:00,0.45,2.0,74.0,16.0
2025-06-28 07:00:00,0.43,6.0,74.0,16.0
2025-06-28 08:00:00,,6.0,73.0,16.0
2025-06-28 09:00:00,0.53,12.0,66.0,17.0
2025-06-28 10:00:00,0.56,16.0,62.0,18.0
2025-06-28 11:00:00,0.53,29.0,56.0,19.0
2025-06-28 12:00:00,0.53,47.0,47.0,21.0
2025-06-28 13:00:00,0.59,62.0,43.0,22.0
2025-06-28 14:00:00,0.62,77.0,40.0,23.0
2025-06-28 15:00:00,0.56,85.0,38.0,24.0
2025-06-28 16:00:00,0.49,66.0,38.0,24.0
2025-06-28 17:00:00,0.49,46.0,45.0,23.0
2025-06-28 18:00:00,0.63,26.0,77.0,17.0
2025-06-28 19:00:00,0.7,18.0,77.0,17.0
2025-06-28 20:00:00,0.91,6.0,77.0,17.0
2025-06-28 21:00:00,1.01,1.0,75.0,17.0
2025-06-28 22:00:00,0.93,1.0,72.0,18.0
2025-06-28 23:00:00,0.8,2.0,71.0,17.0
2025-06-29 00:00:00,0.65,4.0,68.0,17.0
2025-06-29 01:00:00,0.62,3.0,68.0,17.0
2025-06-29 02:00:00,0.55,3.0,70.0,17.0
2025-06-29 03:00:00,0.5,4.0,75.0,16.0
2025-06-29 04:00:00,0.53,2.0,79.0,16.0
2025-06-29 05:00:00,0.46,1.0,77.0,16.0
2025-06-29 06:00:00,0.44,4.0,77.0,16.0
2025-06-29 07:00:00,0.47,4.0,77.0,16.0
2025-06-29 08:00:00,0.46,9.0,75.0,16.0
2025-06-29 09:00:00,0.47,13.0,69.0,17.0
2025-06-29 10:00:00,0.43,19.0,62.0,18.0
2025-06-29 11:00:00,0.52,22.0,58.0,19.0
2025-06-29 12:00:00,0.59,23.0,57.0,20.0
2025-06-29 13:00:00,0.56,47.0,49.0,21.0
2025-06-29 14:00:00,0.52,61.0,43.0,23.0
2025-06-29 15:00:00,0.58,58.0,43.0,23.0
2025-06-29 16:00:00,0.61,62.0,45.0,23.0
2025-06-29 17:00:00,0.7,35.0,67.0,19.0
2025-06-29 18:00:00,0.64,23.0,83.0,16.0
2025-06-29 19:00:00,0.73,13.0,85.0,16.0
2025-06-29 20:00:00,0.87,7.0,85.0,16.0
2025-06-29 21:00:00,0.93,6.0,85.0,16.0
2025-06-29 22:00:00,0.67,11.0,86.0,16.0
2025-06-29 23:00:00,0.79,7.0,87.0,16.0
2025-06-30 00:00:00,0.71,7.0,87.0,15.0
2025-06-30 01:00:00,0.62,11.0,87.0,15.0
2025-06-30 02:00:00,0.47,14.0,88.0,15.0
2025-06-30 03:00:00,0.45,12.0,88.0,15.0
2025-06-30 04:00:00,0.39,11.0,87.0,15.0
2025-06-30 05:00:00,0.46,6.0,87.0,15.0
2025-06-30 06:00:00,0.64,0.0,87.0,15.0
2025-06-30 07:00:00,0.81,1.0,87.0,14.0
2025-06-30 08:00:00,0.92,3.0,85.0,15.0
2025-06-30 09:00:00,1.01,8.0,79.0,17.0
2025-06-30 10:00:00,0.81,16.0,62.0,19.0
2025-06-30 11:00:00,0.65,20.0,58.0,19.0
2025-06-30 12:00:00,0.61,25.0,55.0,20.0
2025-06-30 13:00:00,0.46,22.0,44.0,22.0
2025-06-30 14:00:00,0.48,21.0,41.0,22.0
2025-06-30 15:00:00,0.49,21.0,43.0,22.0
2025-06-30 16:00:00,0.49,24.0,43.0,22.0
2025-06-30 17:00:00,0.48,20.0,50.0,20.0
2025-06-30 18:00:00,0.53,16.0,58.0,19.0
2025-06-30 19:00:00,,11.0,67.0,17.0
2025-06-30 20:00:00,0.6,9.0,68.0,17.0
2025-06-30 21:00:00,0.64,7.0,66.0,17.0
2025-06-30 22:00:00,0.64,7.0,70.0,16.0
2025-06-30 23:00:00,0.59,8.0,70.0,16.0
2025-07-01 00:00:00,0.59,5.0,71.0,16.0
