Timestamp,PM2.5_Data,PM10*_Data,Ozone_Data,Carbon_Monoxide_Data,Temperature_Data,Relative_Humidity_Data
12/03/2023 13:42:40,13,14,74,498,26.33,29.53
12/03/2023 13:47:39,13,14,73,490,26.07,29.83
12/03/2023 13:52:39,14,15,75,485,25.83,29.90
12/03/2023 13:57:39,13,14,76,502,25.47,30.20
12/03/2023 14:02:39,10,11,60,441,24.87,28.87
12/03/2023 14:07:38,5,6,49,379,24.37,27.73
12/03/2023 14:12:39,4,5,42,351,23.97,27.23
12/03/2023 14:17:38,26,27,41,332,23.53,27.10
12/03/2023 14:22:39,5,6,41,317,15.33,18.30
12/03/2023 14:27:39,4,5,42,316,22.57,28.20
12/03/2023 14:32:39,4,5,42,312,22.50,28.17
12/03/2023 14:37:39,53,55,47,307,22.20,29.00
12/03/2023 14:42:39,11,12,53,304,21.97,30.10
12/03/2023 14:47:38,18,19,56,306,21.90,30.50
12/03/2023 14:52:38,22,24,56,313,22.10,30.17
12/03/2023 14:57:38,50,52,60,306,21.07,34.53
12/03/2023 15:02:38,49,51,60,300,19.43,39.10
12/03/2023 15:07:38,29,30,60,300,18.80,41.10
12/03/2023 15:12:38,19,21,62,305,12.33,28.23
12/03/2023 15:17:37,24,25,64,302,18.40,42.77
12/03/2023 15:22:37,53,55,63,297,17.97,44.23
12/03/2023 15:27:37,23,24,66,296,17.63,46.03
12/03/2023 15:32:37,9,10,67,299,17.27,47.80
12/03/2023 15:37:37,12,13,64,296,17.20,47.73
12/03/2023 15:42:37,13,14,62,290,17.27,46.57
12/03/2023 15:47:37,7,8,60,289,17.30,46.27
12/03/2023 15:52:37,5,6,62,293,17.37,46.40
12/03/2023 15:57:36,6,7,61,295,17.33,46.47
12/03/2023 16:02:36,5,6,62,292,17.23,47.07
12/03/2023 16:07:43,5,6,62,294,17.20,47.77
12/03/2023 16:12:38,6,7,60,298,17.27,47.60
12/03/2023 16:17:37,6,7,62,307,17.07,49.17
12/03/2023 16:22:35,6,7,61,316,16.80,50.10
12/03/2023 16:27:35,5,6,58,316,16.93,49.47
12/03/2023 16:32:35,5,6,60,315,17.03,49.43
12/03/2023 16:37:35,5,6,56,310,17.07,48.67
12/03/2023 16:42:35,5,6,57,315,17.23,48.07
12/03/2023 16:47:35,5,6,52,319,17.70,47.20
12/03/2023 16:52:34,6,7,49,328,12.33,30.37
12/03/2023 16:57:35,5,6,50,333,18.70,45.10
12/03/2023 17:02:34,5,6,48,337,19.07,44.10
12/03/2023 17:07:34,5,6,47,338,19.40,43.17
12/03/2023 17:12:35,5,6,48,335,19.47,42.67
12/03/2023 17:17:34,5,6,47,334,19.47,42.40
12/03/2023 17:22:34,6,7,45,336,19.63,42.10
12/03/2023 17:27:34,5,6,45,335,19.83,41.73
12/03/2023 17:32:34,6,7,48,340,19.77,42.03
12/03/2023 17:37:33,6,7,54,340,19.40,42.93
12/03/2023 17:42:34,6,7,55,339,19.10,43.57
12/03/2023 17:47:34,6,7,56,343,18.77,43.97
12/03/2023 17:52:33,5,6,56,368,18.57,45.20
12/03/2023 17:57:33,7,8,57,371,18.27,46.43
12/03/2023 18:02:32,7,8,58,367,18.07,47.47
12/03/2023 18:07:33,7,8,55,361,17.93,47.60
12/03/2023 18:12:33,8,9,53,363,17.80,47.57
12/03/2023 18:17:32,7,8,50,377,17.70,47.73
12/03/2023 18:22:32,8,9,49,384,17.87,47.43
12/03/2023 18:27:32,7,8,51,372,17.97,47.00
12/03/2023 18:32:32,6,7,47,353,17.90,46.80
12/03/2023 18:37:32,6,7,43,335,17.83,46.10
12/03/2023 18:42:32,5,6,41,325,17.80,45.87
12/03/2023 18:47:31,6,7,44,328,17.73,46.03
12/03/2023 18:52:31,5,6,45,349,17.70,45.97
12/03/2023 18:57:31,6,7,46,372,17.60,46.43
12/03/2023 19:02:30,6,7,46,380,17.50,46.87
12/03/2023 19:07:31,7,8,45,372,17.47,47.13
12/03/2023 19:12:30,7,8,48,390,17.33,47.23
12/03/2023 19:17:30,7,8,48,398,17.30,47.23
12/03/2023 19:22:37,8,9,49,424,17.30,47.47
12/03/2023 19:27:30,7,8,49,399,17.30,47.37
12/03/2023 19:32:30,10,11,55,405,17.17,50.30
12/03/2023 19:37:30,10,11,61,404,16.90,53.20
12/03/2023 19:42:30,10,11,61,390,16.77,54.20
12/03/2023 19:47:30,9,10,64,381,16.50,55.30
12/03/2023 19:52:29,10,11,62,390,16.40,56.20
12/03/2023 19:57:30,9,10,61,395,16.30,56.80
12/03/2023 20:02:29,10,11,60,390,16.23,56.93
12/03/2023 20:07:29,10,11,56,388,16.27,56.70
12/03/2023 20:12:29,10,11,55,382,10.87,36.93
12/03/2023 20:17:28,8,9,55,378,16.30,55.33
12/03/2023 20:22:28,8,9,53,381,16.30,55.47
12/03/2023 20:27:28,11,12,53,385,16.23,55.50
12/03/2023 20:32:28,9,10,53,386,16.17,55.80
12/03/2023 20:37:28,8,9,54,387,16.10,56.07
12/03/2023 20:42:32,9,10,49,388,16.07,56.17
12/03/2023 20:47:28,10,11,49,390,16.03,56.40
12/03/2023 20:52:27,9,10,48,392,15.97,56.67
12/03/2023 20:57:27,11,12,45,393,15.90,57.00
12/03/2023 21:02:27,11,12,49,394,15.83,57.23
12/03/2023 21:07:27,11,12,49,392,15.80,57.43
12/03/2023 21:12:27,12,13,48,392,15.70,57.87
12/03/2023 21:17:27,12,13,46,395,15.70,58.03
12/03/2023 21:22:27,11,12,44,404,15.70,58.00
12/03/2023 21:27:26,12,13,40,405,15.73,57.80
12/03/2023 21:32:26,11,12,45,408,15.70,58.07
12/03/2023 21:37:27,10,11,47,410,15.60,58.43
12/03/2023 21:42:26,11,12,44,423,15.50,58.47
12/03/2023 21:47:26,12,13,42,430,15.50,58.40
12/03/2023 21:52:26,11,12,44,442,15.50,58.70
12/03/2023 21:57:26,10,11,45,445,15.50,59.23
12/03/2023 22:02:26,11,12,43,451,15.43,59.57
12/03/2023 22:07:25,13,14,45,451,15.33,60.23
12/03/2023 22:12:25,10,11,40,445,15.37,60.17
12/03/2023 22:17:25,10,11,42,434,15.33,60.00
12/03/2023 22:22:25,10,11,36,435,15.23,60.27
12/03/2023 22:27:25,10,11,42,433,15.10,60.63
12/03/2023 22:32:24,9,10,39,427,15.03,60.67
12/03/2023 22:37:24,11,12,35,419,14.93,60.93
12/03/2023 22:42:25,11,12,38,401,14.83,61.17
12/03/2023 22:47:24,9,10,42,389,14.70,61.50
12/03/2023 22:52:24,9,10,43,387,14.60,61.90
12/03/2023 22:57:23,10,11,40,383,14.60,61.77
12/03/2023 23:02:23,10,11,37,379,14.60,61.67
12/03/2023 23:07:24,10,11,39,373,14.53,61.57
12/03/2023 23:12:23,9,10,39,366,14.43,61.57
12/03/2023 23:17:24,8,9,39,362,14.40,61.23
12/03/2023 23:22:23,10,11,36,360,14.40,61.13
12/03/2023 23:27:23,9,10,38,362,14.47,60.87
12/03/2023 23:32:23,9,10,36,367,14.50,60.63
12/03/2023 23:37:22,10,11,36,370,14.60,60.43
12/03/2023 23:42:23,9,10,36,375,14.67,60.03
12/03/2023 23:47:22,10,11,37,412,14.70,60.37
12/03/2023 23:52:22,10,11,31,422,14.77,60.50
12/03/2023 23:57:22,10,11,34,403,14.83,60.23
13/03/2023 00:02:22,10,11,31,394,14.87,59.93
13/03/2023 00:07:22,9,10,34,392,14.80,59.63
13/03/2023 00:12:21,9,10,32,388,14.80,59.57
13/03/2023 00:17:21,9,10,30,385,14.80,59.67
13/03/2023 00:22:22,8,9,33,391,14.80,59.73
13/03/2023 00:27:21,10,11,30,390,14.87,59.47
13/03/2023 00:32:21,10,11,30,387,14.97,59.23
13/03/2023 00:37:21,11,12,31,390,15.00,58.87
13/03/2023 00:42:21,10,11,30,390,14.93,59.43
13/03/2023 00:47:20,10,11,30,389,14.93,59.87
13/03/2023 00:52:20,10,11,33,400,14.90,60.03
13/03/2023 00:57:20,10,11,36,400,14.57,61.13
13/03/2023 01:02:20,9,10,31,396,14.37,61.17
13/03/2023 01:07:20,10,11,31,394,14.30,61.43
13/03/2023 01:12:20,10,11,30,395,14.20,61.67
13/03/2023 01:17:20,10,11,28,395,13.97,61.47
13/03/2023 01:22:19,10,11,29,391,13.90,61.93
13/03/2023 01:27:19,9,10,28,388,13.77,62.97
13/03/2023 01:32:19,9,10,28,386,13.63,63.00
13/03/2023 01:37:19,9,10,30,390,13.50,63.67
13/03/2023 01:42:19,9,10,30,386,13.30,63.43
13/03/2023 01:47:19,10,11,32,373,13.30,63.23
13/03/2023 01:52:18,11,12,31,356,13.37,62.07
13/03/2023 01:57:18,12,13,30,343,8.97,40.53
13/03/2023 02:02:18,13,14,31,332,13.57,59.80
13/03/2023 02:07:17,14,15,29,327,13.60,59.33
13/03/2023 02:12:18,15,16,29,324,13.63,58.70
13/03/2023 02:17:17,16,17,27,327,13.63,58.23
13/03/2023 02:22:17,16,17,30,332,13.53,58.20
13/03/2023 02:27:17,12,13,32,389,9.03,39.90
13/03/2023 02:32:17,10,11,39,447,13.67,62.40
13/03/2023 02:37:17,13,14,36,463,13.70,63.23
13/03/2023 02:42:24,13,14,34,455,13.70,63.70
13/03/2023 02:47:16,13,14,33,453,13.70,63.93
13/03/2023 02:52:17,13,14,29,454,13.67,63.63
13/03/2023 02:57:16,14,15,29,453,13.70,63.30
13/03/2023 03:02:16,13,14,31,451,13.67,63.53
13/03/2023 03:07:16,13,14,30,452,13.60,63.87
13/03/2023 03:12:16,12,13,29,451,13.53,64.60
13/03/2023 03:17:16,12,13,30,450,13.43,65.07
13/03/2023 03:22:15,12,13,33,445,13.33,65.30
13/03/2023 03:27:15,12,13,31,447,13.23,65.13
13/03/2023 03:32:15,12,13,31,452,8.77,43.60
13/03/2023 03:37:15,12,13,32,449,13.03,65.57
13/03/2023 03:42:14,12,13,28,444,13.00,65.77
13/03/2023 03:47:13,11,12,30,433,13.00,65.53
13/03/2023 03:52:13,11,12,26,422,12.93,65.13
13/03/2023 03:57:13,11,12,25,412,12.93,64.90
13/03/2023 04:02:13,11,12,31,416,12.77,65.97
13/03/2023 04:07:13,12,13,30,414,12.70,66.37
13/03/2023 04:12:13,10,11,28,409,12.63,66.23
13/03/2023 04:17:13,11,12,28,408,12.57,66.97
13/03/2023 04:22:12,11,12,29,409,12.43,67.80
13/03/2023 04:27:12,12,13,26,406,12.40,67.67
13/03/2023 04:32:12,11,12,28,405,8.20,45.20
13/03/2023 04:37:12,11,12,31,407,12.23,68.57
13/03/2023 04:42:12,12,13,31,408,12.13,69.30
13/03/2023 04:47:11,11,12,29,408,12.10,69.53
13/03/2023 04:52:11,12,13,31,413,12.00,69.77
13/03/2023 04:57:13,13,14,28,416,12.00,70.00
13/03/2023 05:02:11,11,12,28,417,11.97,70.17
13/03/2023 05:07:12,11,12,26,417,11.90,69.93
13/03/2023 05:12:10,11,12,26,420,11.90,70.03
13/03/2023 05:17:11,12,13,28,417,11.90,70.67
13/03/2023 05:22:11,12,13,28,419,11.90,70.67
13/03/2023 05:27:10,11,12,25,417,11.90,69.87
13/03/2023 05:32:10,10,11,25,414,7.97,45.87
13/03/2023 05:37:10,10,11,24,416,12.00,67.57
13/03/2023 05:42:10,10,11,28,431,12.00,66.47
13/03/2023 05:47:10,10,11,25,444,12.00,65.77
13/03/2023 05:52:10,10,11,28,449,12.00,65.53
13/03/2023 05:57:09,10,11,26,458,11.93,65.47
13/03/2023 06:02:09,11,12,27,466,11.90,65.73
13/03/2023 06:07:09,13,14,25,472,7.87,43.73
13/03/2023 06:12:14,13,14,26,485,11.80,66.27
13/03/2023 06:17:08,13,14,27,525,11.70,66.60
13/03/2023 06:22:09,14,15,24,560,11.60,67.07
13/03/2023 06:27:08,14,15,25,557,11.50,67.60
13/03/2023 06:32:08,14,15,24,550,11.50,67.73
13/03/2023 06:37:08,15,16,27,555,11.50,67.83
13/03/2023 06:42:08,15,16,26,549,11.50,67.53
13/03/2023 06:47:08,17,18,25,546,11.50,67.27
13/03/2023 06:52:08,15,16,23,553,11.50,67.17
13/03/2023 06:57:07,16,17,25,574,7.63,44.57
13/03/2023 07:02:08,14,15,27,579,11.57,66.43
13/03/2023 07:07:07,12,13,26,593,11.77,65.60
13/03/2023 07:12:07,12,13,27,577,12.03,64.67
13/03/2023 07:17:06,11,12,29,552,12.30,63.77
13/03/2023 07:22:06,11,12,29,556,12.60,62.50
13/03/2023 07:27:07,10,11,29,559,12.93,61.27
13/03/2023 07:32:06,10,11,28,555,13.17,60.33
13/03/2023 07:37:06,9,10,27,547,13.47,59.40
13/03/2023 07:42:06,10,11,24,539,13.93,57.90
13/03/2023 07:47:06,9,10,25,524,14.43,55.97
13/03/2023 07:52:06,10,11,25,529,15.07,54.33
13/03/2023 07:57:05,9,10,24,547,15.77,52.70
13/03/2023 08:02:05,11,12,23,571,16.83,50.47
13/03/2023 08:07:05,11,12,24,588,17.83,47.97
13/03/2023 08:12:05,11,12,24,632,12.30,31.17
13/03/2023 08:17:05,16,17,24,645,19.17,45.50
13/03/2023 08:22:04,13,14,24,662,19.73,44.87
13/03/2023 08:27:05,10,11,23,628,20.73,43.70
13/03/2023 08:32:05,11,12,23,589,21.80,41.83
13/03/2023 08:37:04,12,13,23,556,22.07,40.33
13/03/2023 08:42:05,12,13,23,547,21.90,40.17
13/03/2023 08:47:05,12,13,22,570,22.10,40.27
13/03/2023 08:52:04,14,15,22,695,22.23,40.10
13/03/2023 08:57:04,15,16,23,801,21.63,40.67
13/03/2023 09:02:03,17,18,23,771,21.40,40.80
13/03/2023 09:07:04,15,16,24,803,21.67,40.80
13/03/2023 09:12:03,15,16,24,804,22.13,40.57
13/03/2023 09:17:03,15,16,25,735,22.50,39.77
13/03/2023 09:22:03,16,17,25,740,23.20,38.60
13/03/2023 09:27:03,12,13,27,725,23.83,37.53
13/03/2023 09:32:04,13,14,26,702,23.90,37.23
13/03/2023 09:37:03,13,14,26,680,24.33,36.30
13/03/2023 09:42:03,13,14,26,667,24.93,35.90
13/03/2023 09:47:02,15,16,26,671,25.27,35.00
13/03/2023 09:52:03,13,14,27,636,25.63,34.50
13/03/2023 09:57:02,11,12,25,612,26.13,33.30
13/03/2023 10:02:02,12,13,28,597,26.80,32.30
13/03/2023 10:07:02,10,11,27,581,25.97,31.83
13/03/2023 10:12:02,10,11,31,543,25.17,32.37
13/03/2023 10:17:02,14,15,33,608,25.73,33.40
13/03/2023 10:22:02,12,13,32,609,26.30,33.00
13/03/2023 10:27:02,12,13,33,599,27.17,31.97
13/03/2023 10:32:02,13,14,35,596,27.23,31.50
13/03/2023 10:37:01,10,11,36,584,27.23,31.70
13/03/2023 10:42:01,9,10,35,559,27.13,31.03
13/03/2023 10:47:02,14,15,41,648,27.33,31.43
13/03/2023 10:52:01,16,17,41,675,27.63,31.53
13/03/2023 10:57:01,18,19,47,695,17.97,21.33
13/03/2023 11:02:01,17,18,46,701,27.20,31.40
13/03/2023 11:07:01,19,20,51,681,25.73,32.03
13/03/2023 11:12:01,16,17,53,659,26.60,31.53
13/03/2023 11:17:01,20,21,54,669,26.90,30.83
13/03/2023 11:22:01,19,20,55,676,26.43,31.53
13/03/2023 11:27:01,17,18,51,644,27.53,30.60
13/03/2023 11:32:00,20,21,56,694,19.10,19.97
13/03/2023 11:37:00,21,22,60,712,28.77,29.70
13/03/2023 11:42:00,27,29,65,748,28.30,29.77
13/03/2023 11:47:00,25,26,64,756,29.27,29.27
13/03/2023 11:52:00,25,27,66,733,29.43,28.80
13/03/2023 11:57:00,26,27,67,719,27.53,29.23
13/03/2023 12:02:00,23,24,66,707,28.57,29.20
13/03/2023 12:07:00,25,27,68,708,29.53,28.40
13/03/2023 12:12:00,22,23,66,680,29.30,28.37
13/03/2023 12:17:00,22,23,61,666,29.60,27.80
13/03/2023 12:21:59,21,22,63,645,29.10,27.73
13/03/2023 12:27:00,21,22,67,647,29.53,28.00
13/03/2023 12:31:59,20,21,64,661,30.00,27.93
13/03/2023 12:36:59,21,22,67,641,29.50,27.70
13/03/2023 12:41:59,20,21,68,641,29.90,27.87
13/03/2023 12:46:59,16,17,63,648,31.17,27.13
13/03/2023 12:51:59,17,18,66,628,31.40,26.87
13/03/2023 12:56:59,18,19,66,604,30.40,27.23
13/03/2023 13:01:59,16,17,67,625,30.53,27.30
13/03/2023 13:06:58,18,19,67,607,29.97,27.30
13/03/2023 13:11:58,18,19,70,595,29.60,27.57
13/03/2023 13:16:58,12,13,69,591,30.10,27.83
13/03/2023 13:21:58,10,11,68,573,29.77,28.20
13/03/2023 13:26:58,8,9,61,515,29.23,28.47
13/03/2023 13:31:58,9,10,48,448,28.23,28.20
13/03/2023 13:36:57,5,6,48,427,27.67,28.63
13/03/2023 13:41:58,4,5,47,407,26.57,29.10
13/03/2023 13:46:57,5,6,48,391,25.33,29.57
13/03/2023 13:51:57,4,5,49,387,25.27,30.07
13/03/2023 13:56:57,5,6,51,417,25.23,30.20
13/03/2023 14:01:57,5,6,50,400,24.90,30.37
13/03/2023 14:06:57,4,5,48,406,24.57,30.20
13/03/2023 14:11:57,4,5,48,373,24.27,30.30
13/03/2023 14:16:57,3,4,47,366,24.47,30.10
13/03/2023 14:21:57,3,4,49,356,24.53,30.27
13/03/2023 14:26:56,5,6,55,366,24.20,31.70
13/03/2023 14:31:57,7,8,62,375,24.30,33.10
13/03/2023 14:36:56,6,7,64,369,23.80,34.07
13/03/2023 14:41:56,6,7,64,354,22.93,35.10
13/03/2023 14:46:56,5,6,64,351,14.93,23.90
13/03/2023 14:51:56,11,12,68,347,21.83,37.77
13/03/2023 14:56:56,8,9,67,344,21.53,38.37
13/03/2023 15:01:55,6,7,65,347,21.50,38.27
13/03/2023 15:06:56,6,7,64,341,21.27,38.27
13/03/2023 15:11:55,5,6,62,331,21.03,38.13
13/03/2023 15:16:56,6,7,61,337,21.07,38.03
13/03/2023 15:21:55,14,15,61,336,21.00,37.90
13/03/2023 15:26:55,7,8,61,328,20.50,38.70
13/03/2023 15:31:55,4,5,64,331,20.43,39.57
13/03/2023 15:36:55,6,7,62,340,20.27,39.83
13/03/2023 15:41:54,4,5,61,329,20.00,39.73
13/03/2023 15:46:55,7,8,61,333,13.50,26.30
13/03/2023 15:51:54,6,7,62,341,20.63,38.07
13/03/2023 15:56:54,8,9,63,332,20.77,36.90
13/03/2023 16:01:54,6,7,61,321,20.80,36.27
13/03/2023 16:06:54,6,7,61,324,20.70,36.80
13/03/2023 16:11:54,5,6,61,318,20.33,38.17
13/03/2023 16:16:53,10,11,63,315,19.90,39.57
13/03/2023 16:21:53,6,7,62,311,19.73,40.77
13/03/2023 16:26:53,6,7,61,317,19.60,40.90
13/03/2023 16:31:53,8,9,61,325,13.03,27.20
13/03/2023 16:36:53,6,7,59,329,19.67,40.27
13/03/2023 16:41:55,6,7,58,338,19.67,40.37
13/03/2023 16:46:53,7,8,56,345,19.87,40.43
13/03/2023 16:51:52,6,7,55,333,19.87,40.10
13/03/2023 16:56:52,5,6,53,328,19.77,40.17
13/03/2023 17:01:53,5,6,55,325,19.60,40.37
13/03/2023 17:06:52,4,5,55,322,19.63,40.40
13/03/2023 17:11:52,4,5,56,321,19.63,40.20
13/03/2023 17:16:52,5,6,56,320,19.67,40.30
13/03/2023 17:21:51,4,5,54,324,19.70,40.27
13/03/2023 17:26:52,4,5,54,329,19.70,40.40
13/03/2023 17:31:51,6,7,50,329,19.80,40.37
13/03/2023 17:36:51,4,5,50,336,19.97,40.20
13/03/2023 17:41:52,5,6,49,336,19.90,40.00
13/03/2023 17:46:51,4,5,48,335,19.90,40.20
13/03/2023 17:51:51,6,7,48,334,19.83,40.40
13/03/2023 17:56:50,5,6,47,326,19.80,40.13
13/03/2023 18:01:51,3,4,46,320,19.67,40.07
13/03/2023 18:06:50,4,5,47,342,19.47,40.30
13/03/2023 18:11:50,4,5,46,328,12.93,26.87
13/03/2023 18:16:51,4,5,47,322,19.40,40.27
13/03/2023 18:21:50,3,4,47,322,19.40,40.27
13/03/2023 18:26:51,3,4,48,321,19.33,40.47
13/03/2023 18:31:50,3,4,47,334,19.30,40.63
13/03/2023 18:36:49,3,4,46,338,19.23,40.63
13/03/2023 18:41:49,4,5,45,330,19.20,40.60
13/03/2023 18:46:49,3,4,45,329,19.20,40.53
13/03/2023 18:51:49,3,4,45,335,19.20,40.40
13/03/2023 18:56:50,5,6,43,367,19.20,40.43
13/03/2023 19:01:57,4,5,42,385,19.23,40.40
13/03/2023 19:06:49,6,7,41,424,19.23,40.63
13/03/2023 19:11:48,5,6,41,419,19.13,40.77
13/03/2023 19:16:48,5,6,41,372,19.03,40.60
13/03/2023 19:21:48,4,5,44,352,18.93,40.77
13/03/2023 19:26:48,4,5,44,354,18.90,41.00
13/03/2023 19:31:48,4,5,43,359,18.80,40.80
13/03/2023 19:36:48,5,6,41,358,18.87,40.80
13/03/2023 19:41:48,5,6,40,361,18.90,40.70
13/03/2023 19:46:48,4,5,40,395,18.90,40.90
13/03/2023 19:51:47,5,6,40,402,18.80,40.90
13/03/2023 19:56:47,5,6,40,416,18.73,41.50
13/03/2023 20:01:47,5,6,40,482,18.77,41.40
13/03/2023 20:06:47,5,6,40,511,18.80,41.50
13/03/2023 20:11:47,6,7,39,514,18.73,41.50
13/03/2023 20:16:46,5,6,39,519,18.63,41.40
13/03/2023 20:21:47,6,7,39,527,18.57,41.83
13/03/2023 20:26:47,9,10,43,548,18.53,44.17
13/03/2023 20:31:46,9,10,45,539,18.43,45.10
13/03/2023 20:36:46,6,7,43,525,18.23,44.43
13/03/2023 20:41:46,6,7,45,431,17.90,44.40
13/03/2023 20:46:46,5,6,43,369,17.80,44.43
13/03/2023 20:51:45,6,7,43,372,17.73,44.70
13/03/2023 20:56:46,7,8,46,378,11.70,30.63
13/03/2023 21:01:46,7,8,49,393,17.50,46.97
13/03/2023 21:06:45,9,10,49,399,17.40,47.60
13/03/2023 21:11:45,8,9,48,405,17.33,47.77
13/03/2023 21:16:45,8,9,48,408,17.20,47.77
13/03/2023 21:21:45,9,10,50,436,17.13,49.33
13/03/2023 21:26:44,12,13,51,447,17.03,51.87
13/03/2023 21:31:44,11,12,55,445,16.93,53.07
13/03/2023 21:36:44,12,13,56,454,16.90,53.83
13/03/2023 21:41:44,13,14,55,442,16.83,53.83
13/03/2023 21:46:44,13,14,57,436,16.60,55.10
13/03/2023 21:51:44,14,15,59,431,16.50,56.70
13/03/2023 21:56:44,14,15,62,419,16.37,58.13
13/03/2023 22:01:44,14,15,60,406,16.23,60.20
13/03/2023 22:06:43,14,15,61,401,16.00,61.57
13/03/2023 22:11:43,13,14,60,400,15.97,62.17
13/03/2023 22:16:43,15,16,58,398,15.93,62.03
13/03/2023 22:21:43,12,13,54,384,15.83,61.57
13/03/2023 22:26:43,13,14,53,377,15.73,61.70
13/03/2023 22:31:48,13,14,50,377,15.70,62.03
13/03/2023 22:36:43,12,13,50,375,15.63,61.97
13/03/2023 22:41:42,11,12,47,382,15.60,61.77
13/03/2023 22:46:42,11,12,45,388,15.50,61.43
13/03/2023 22:51:42,9,10,45,379,15.43,61.23
13/03/2023 22:56:42,10,11,46,374,15.40,61.20
13/03/2023 23:01:42,9,10,40,361,15.43,60.57
13/03/2023 23:06:42,8,9,38,359,15.47,60.17
13/03/2023 23:11:44,9,10,38,364,10.27,40.30
13/03/2023 23:16:42,10,11,38,370,10.17,41.07
13/03/2023 23:21:41,9,10,40,374,10.07,41.27
13/03/2023 23:26:42,9,10,40,403,15.03,62.07
13/03/2023 23:31:42,8,9,36,401,15.00,61.67
13/03/2023 23:36:41,8,9,38,392,15.07,61.13
13/03/2023 23:41:41,8,9,38,394,15.03,61.53
13/03/2023 23:46:41,8,9,38,392,14.93,62.07
13/03/2023 23:51:41,7,8,38,397,14.87,62.00
13/03/2023 23:56:40,7,8,42,395,14.77,62.17
14/03/2023 00:01:40,8,9,39,389,14.63,62.20
14/03/2023 00:06:40,9,10,37,399,14.53,63.30
14/03/2023 00:11:40,10,11,39,414,14.33,64.10
14/03/2023 00:16:40,11,12,38,422,14.23,64.40
14/03/2023 00:21:40,11,12,40,438,14.20,65.20
14/03/2023 00:26:39,11,12,39,437,14.20,65.40
14/03/2023 00:31:41,12,13,42,447,14.13,66.03
14/03/2023 00:36:39,13,14,46,457,14.17,67.80
14/03/2023 00:41:39,11,12,46,454,14.27,68.27
14/03/2023 00:46:39,12,13,43,451,14.27,68.00
14/03/2023 00:51:39,14,15,44,445,14.20,69.00
14/03/2023 00:56:39,18,19,43,436,14.20,69.53
14/03/2023 01:01:38,16,17,38,428,14.20,69.63
14/03/2023 01:06:39,15,16,40,440,14.20,69.80
14/03/2023 01:11:38,15,16,40,440,14.13,69.77
14/03/2023 01:16:38,15,16,37,430,14.03,70.30
14/03/2023 01:21:39,16,17,34,426,14.00,70.63
14/03/2023 01:26:38,14,15,41,426,13.93,70.70
14/03/2023 01:31:38,15,16,41,430,13.83,71.17
14/03/2023 01:36:37,15,16,37,425,13.73,71.27
14/03/2023 01:41:37,15,16,40,421,9.13,47.60
14/03/2023 01:46:37,15,16,39,421,13.70,71.90
14/03/2023 01:51:37,15,16,37,428,13.63,72.03
14/03/2023 01:56:37,13,14,38,433,13.53,71.93
14/03/2023 02:01:37,14,15,37,433,13.43,71.77
14/03/2023 02:06:36,12,13,34,427,13.27,70.70
14/03/2023 02:11:36,11,12,32,420,13.30,69.47
14/03/2023 02:16:36,10,11,26,416,13.40,68.60
14/03/2023 02:21:36,10,11,28,408,13.50,67.47
14/03/2023 02:26:36,10,11,23,397,13.50,66.53
14/03/2023 02:31:36,8,9,30,390,13.43,66.20
14/03/2023 02:36:36,9,10,29,396,13.33,67.07
14/03/2023 02:41:36,10,11,27,398,13.30,67.47
14/03/2023 02:46:35,10,11,27,399,13.37,67.10
14/03/2023 02:51:36,9,10,24,398,13.40,66.57
14/03/2023 02:56:35,9,10,23,396,13.40,66.53
14/03/2023 03:01:35,9,10,25,394,13.33,66.80
14/03/2023 03:06:35,9,10,28,395,13.20,67.57
14/03/2023 03:11:34,9,10,25,397,13.03,68.07
14/03/2023 03:16:34,9,10,25,395,12.97,68.73
14/03/2023 03:21:34,10,11,25,386,12.90,68.90
14/03/2023 03:26:34,8,9,24,386,12.77,69.20
14/03/2023 03:31:34,8,9,24,382,12.53,69.97
14/03/2023 03:36:34,8,9,24,374,12.23,70.33
14/03/2023 03:41:34,8,9,24,367,12.03,71.07
14/03/2023 03:46:33,9,10,25,369,11.87,72.03
14/03/2023 03:51:34,9,10,24,372,11.80,72.60
14/03/2023 03:56:33,10,11,27,374,7.93,48.93
14/03/2023 04:01:32,9,10,26,372,11.90,73.47
14/03/2023 04:06:32,9,10,25,374,11.90,73.27
14/03/2023 04:11:32,10,11,26,377,11.80,73.60
14/03/2023 04:16:33,10,11,28,375,11.63,74.67
14/03/2023 04:21:32,10,11,27,378,11.57,76.20
14/03/2023 04:26:32,10,11,26,389,11.50,76.33
14/03/2023 04:31:32,10,11,23,387,11.50,75.77
14/03/2023 04:36:32,10,11,23,382,11.50,75.20
14/03/2023 04:41:33,9,10,26,384,11.43,76.03
14/03/2023 04:46:32,10,11,27,388,11.33,76.93
14/03/2023 04:51:32,9,10,26,384,11.23,77.30
14/03/2023 04:56:31,9,10,24,382,11.07,77.67
14/03/2023 05:01:30,9,10,26,381,10.87,78.20
14/03/2023 05:06:31,10,11,25,376,10.67,78.67
14/03/2023 05:11:30,10,11,28,373,10.67,79.70
14/03/2023 05:16:31,9,10,31,374,10.77,79.83
14/03/2023 05:21:30,8,9,24,368,10.83,79.03
14/03/2023 05:26:30,9,10,23,369,10.77,79.43
14/03/2023 05:31:30,9,10,24,370,10.63,80.10
14/03/2023 05:36:30,9,10,24,368,10.53,80.97
